0.142578,0.266602,0.065421,0.297508,0.43949,0.596178,0.289062,0.427734
0.142578,0.266602,0.065421,0.297508,0.335938,0.441406,0.130307,0.311859
0.142578,0.266602,0.065421,0.297508,0.206442,0.524158,0.078125,0.325195
0.71875,0.826172,0.194704,0.394081,0.318665,0.488619,0.162109,0.290039
0.71875,0.826172,0.194704,0.394081,0.244141,0.380859,0.175,0.413235
0.71875,0.826172,0.194704,0.394081,0.216797,0.637695,0.129927,0.862774
0.71875,0.826172,0.194704,0.394081,0.198242,0.570312,0.183824,0.833824
0.71875,0.826172,0.194704,0.394081,0.541016,0.647461,0.05599,0.221354
0.71875,0.826172,0.194704,0.394081,0.228,0.373333,0.160156,0.28418
0.71875,0.826172,0.194704,0.394081,0.698,0.842,0.169903,0.57767
0.71875,0.826172,0.194704,0.394081,0.262222,0.593333,0.235,0.523333
0.71875,0.826172,0.194704,0.394081,0.275391,0.411133,0.272059,0.510294
0.71875,0.826172,0.194704,0.394081,0.708008,0.990234,0,0.664908
0.71875,0.826172,0.194704,0.394081,0.499023,0.584961,0.168375,0.317716
0.574,0.734,0.117333,0.241333,0.363281,0.482422,0.076125,0.321799
0.560547,0.712891,0.396779,0.66325,0.526367,0.716797,0.155844,0.481962
0.277344,0.375,0.360677,0.513021,0.618164,0.694336,0.478064,0.615734
0.875,0.972656,0.414062,0.565104,0.255859,0.375,0.084919,0.291362
0.313802,0.53125,0.176758,0.366211,0.461201,0.582723,0.15332,0.24707
0.313802,0.53125,0.176758,0.366211,0.735352,0.802734,0.304539,0.421669
0.313802,0.53125,0.176758,0.366211,0.278388,0.360195,0.165039,0.241211
0.313802,0.53125,0.176758,0.366211,0.012695,0.077148,0.519062,0.630499
0.313802,0.53125,0.176758,0.366211,0.152344,0.265625,0.226562,0.401042
0.313802,0.53125,0.176758,0.366211,0.411458,0.545573,0.418945,0.536133
0.313802,0.53125,0.176758,0.366211,0.306641,0.379883,0.136364,0.265396
0.313802,0.53125,0.176758,0.366211,0,0.123047,0.201471,0.472059
0.313802,0.53125,0.176758,0.366211,0.554688,0.632812,0.167155,0.303519
0.313802,0.53125,0.176758,0.366211,0.202148,0.555664,0,0.630208
0.52832,0.641602,0.360704,0.558651,0.313324,0.754026,0.123047,0.463867
0.727539,0.848633,0.372434,0.585044,0.647493,0.777286,0.457663,0.56806
0.727539,0.848633,0.372434,0.585044,0.47409,0.652701,0.082353,0.358824
0.727539,0.848633,0.372434,0.585044,0.636719,0.717773,0.159244,0.288799
0.294922,0.362305,0.196193,0.313324,0.281,0.476,0.289195,0.528602
0.115234,0.183594,0.322108,0.440703,0.070312,0.171875,0.220117,0.396501
0.482422,0.563477,0.213763,0.355783,0.710938,0.808594,0.071742,0.241581
0.238281,0.958008,0,0.838542,0.34375,0.454102,0.363104,0.556369
0.238281,0.958008,0,0.838542,0.698242,0.768555,0.527166,0.651982
0.238281,0.958008,0,0.838542,0.178,0.374,0.2,0.481481
0.238281,0.958008,0,0.838542,0.458008,0.605469,0.163982,0.420205
0.238281,0.958008,0,0.838542,0.537949,0.696405,0.060547,0.195312
0.238281,0.958008,0,0.838542,0.447214,0.804985,0.046875,0.324219
0.238281,0.958008,0,0.838542,0.028646,0.998698,0.070312,0.999023
